
Timestamp: 2023-10-21 02:46:56.140931, User ID: 6440251423, Name: Tacitus, Username: None
Timestamp: 2023-10-31 10:20:36.800774, User ID: 1563969434, Name: R PJ, Username: Deftfy
Timestamp: 2023-10-31 22:50:38.513091, User ID: 6968834103, Name: Austin Mace, Username: None
Timestamp: 2023-11-01 04:37:10.990666, User ID: 6877708765, Name: Alex May, Username: None
Timestamp: 2023-11-01 08:26:25.601863, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-01 19:25:27.326290, User ID: 6821679382, Name: James Smith, Username: None
Timestamp: 2023-11-02 00:02:01.970855, User ID: 6959753930, Name: Billy F, Username: None
Timestamp: 2023-11-02 07:59:39.610673, User ID: 6801329586, Name: Greg C, Username: None
Timestamp: 2023-11-02 08:44:48.988683, User ID: 5252528653, Name: Moose, Username: None
Timestamp: 2023-11-02 08:52:34.603304, User ID: 6499057038, Name: Jonn, Username: None
Timestamp: 2023-11-02 09:44:04.731481, User ID: 979174735, Name: hassal Otlpg, Username: hassal20
Timestamp: 2023-11-02 10:24:21.447280, User ID: 979174735, Name: Tot Points, Username: hassal20
Timestamp: 2023-11-02 18:37:10.933384, User ID: 6966552756, Name: Tired, Username: hemacrim
Timestamp: 2023-11-02 18:44:05.245874, User ID: 6883896707, Name: John Smit, Username: None
Timestamp: 2023-11-02 23:01:58.631913, User ID: 6873608816, Name: Jonn, Username: None
Timestamp: 2023-11-03 00:01:17.135874, User ID: 1563969434, Name: R PJ, Username: Deftfy
Timestamp: 2023-11-03 06:37:42.884237, User ID: 6873608816, Name: Jonn, Username: None
Timestamp: 2023-11-03 15:34:29.794129, User ID: 6322292565, Name: Luke Lundstrum, Username: None
Timestamp: 2023-11-03 16:06:52.981900, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-03 16:26:52.421677, User ID: 1893595070, Name: jet black, Username: jetblack666
Timestamp: 2023-11-03 18:27:51.890308, User ID: 6283427563, Name: Iggy, Username: None
Timestamp: 2023-11-03 21:14:14.141924, User ID: 5910200330, Name: Tahar, Username: None
Timestamp: 2023-11-04 01:09:45.817652, User ID: 1201046176, Name: N.W.S., Username: Nwsprofile
Timestamp: 2023-11-04 01:12:56.106540, User ID: 6829954746, Name: Jonn, Username: None
Timestamp: 2023-11-04 01:18:39.434284, User ID: 5760134093, Name: Lucas, Username: None
Timestamp: 2023-11-04 14:12:56.011092, User ID: 5944083137, Name: Steve Ripkin, Username: None
Timestamp: 2023-11-05 12:55:13.421912, User ID: 6304127972, Name: C G, Username: None
Timestamp: 2023-11-05 13:23:39.273844, User ID: 6045062631, Name: E N, Username: azegyetlen
Timestamp: 2023-11-05 17:11:01.607185, User ID: 6618203218, Name: Daniel, Username: None
Timestamp: 2023-11-05 18:23:02.686624, User ID: 5944083137, Name: Steve Ripkin, Username: None
Timestamp: 2023-11-06 05:52:13.396416, User ID: 6005397921, Name: E S, Username: None
Timestamp: 2023-11-06 12:11:01.920197, User ID: 5833138689, Name: Hunter Lucas, Username: None
Timestamp: 2023-11-06 12:31:35.309657, User ID: 6160209037, Name: Blake Droeske, Username: None
Timestamp: 2023-11-06 14:20:05.708069, User ID: 1137361095, Name: Thingfake, Username: Thingfake
Timestamp: 2023-11-06 22:58:21.302949, User ID: 6266754484, Name: Benjamin Danielsen, Username: None
Timestamp: 2023-11-07 10:57:03.415248, User ID: 6021083690, Name: Dingo, Username: None
Timestamp: 2023-11-08 01:08:47.503477, User ID: 6867778225, Name: Joseph Yahweh, Username: None
Timestamp: 2023-11-08 10:01:40.477014, User ID: 6045062631, Name: E N, Username: azegyetlen
Timestamp: 2023-11-08 11:03:29.834340, User ID: 6910364822, Name: Tom Grant, Username: None
Timestamp: 2023-11-08 15:02:48.100407, User ID: 431743985, Name: Е, Username: Tomoaki_Nagao
Timestamp: 2023-11-08 15:58:47.334961, User ID: 6746815177, Name: M, Username: None
Timestamp: 2023-11-09 11:04:51.205785, User ID: 6289917145, Name: That Dude, Username: None
Timestamp: 2023-11-09 11:31:35.144634, User ID: 1230524693, Name: S, Username: Jewish_gurl
Timestamp: 2023-11-09 19:05:22.310429, User ID: 6349212458, Name: j g, Username: None
Timestamp: 2023-11-09 21:11:59.426084, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-10 04:18:01.174501, User ID: 5005077957, Name: JC, Username: None
Timestamp: 2023-11-10 07:29:05.854234, User ID: 6807336201, Name: Jack S, Username: None
Timestamp: 2023-11-10 08:29:16.839666, User ID: 5944083137, Name: Steve Ripkin, Username: None
Timestamp: 2023-11-11 01:33:20.149157, User ID: 5127945329, Name: Gabby, Username: None
Timestamp: 2023-11-11 06:12:22.952024, User ID: 1563969434, Name: R PJ, Username: Deftfy
Timestamp: 2023-11-11 11:41:46.913819, User ID: 6841100489, Name: John Doe, Username: None
Timestamp: 2023-11-12 06:35:46.335554, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-13 05:58:20.998078, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-13 07:11:56.143136, User ID: 1877454517, Name: shvne, Username: None
Timestamp: 2023-11-13 12:15:20.259955, User ID: 6153928390, Name: Ethan, Username: None
Timestamp: 2023-11-13 12:15:20.692036, User ID: 6153928390, Name: Ethan, Username: None
Timestamp: 2023-11-13 22:04:07.866155, User ID: 6236989637, Name: Sam Fraser, Username: None
Timestamp: 2023-11-13 23:35:37.758034, User ID: 6751394674, Name: Mike50, Username: None
Timestamp: 2023-11-14 00:19:17.193287, User ID: 5760134093, Name: Lucas, Username: None
Timestamp: 2023-11-14 01:14:38.399678, User ID: 6546838703, Name: Alex Mahoney, Username: None
Timestamp: 2023-11-14 01:34:23.620961, User ID: 678544136, Name: Baptiste, Username: ys80o
Timestamp: 2023-11-14 04:06:36.194527, User ID: 6741725341, Name: Alicia, Username: None
Timestamp: 2023-11-14 04:07:45.147714, User ID: 5715833493, Name: P Meir, Username: livingthedream10
Timestamp: 2023-11-14 04:55:18.880656, User ID: 6607338569, Name: Gia Gio, Username: None
Timestamp: 2023-11-14 05:16:12.462075, User ID: 6068227443, Name: Likkie Stick, Username: None
Timestamp: 2023-11-14 06:32:52.667474, User ID: 6433627055, Name: Rocco, Username: None
Timestamp: 2023-11-14 11:02:32.431942, User ID: 6756397880, Name: C X, Username: None
Timestamp: 2023-11-14 12:08:59.690499, User ID: 6336032976, Name: Lilith Suxx, Username: None
Timestamp: 2023-11-14 12:34:44.127324, User ID: 6037521986, Name: Sleepyfox, Username: HalfAsleepFox
Timestamp: 2023-11-14 14:43:40.852499, User ID: 1938551133, Name: Mindaugas, Username: None
Timestamp: 2023-11-14 18:30:57.897827, User ID: 396887245, Name: Majin, Username: majin911
Timestamp: 2023-11-14 18:42:11.620929, User ID: 1201046176, Name: N.W.S., Username: Nwsprofile
Timestamp: 2023-11-15 10:44:03.679507, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-15 13:36:25.953346, User ID: 1020516317, Name: K ., Username: kmahri
Timestamp: 2023-11-15 17:08:11.149369, User ID: 5729383982, Name: X B, Username: None
Timestamp: 2023-11-15 17:16:36.612741, User ID: 5404464142, Name: kiki, Username: duhfuhq
Timestamp: 2023-11-15 17:18:24.772730, User ID: 6236989637, Name: Sam Fraser, Username: None
Timestamp: 2023-11-16 04:17:26.496432, User ID: 5915046615, Name: David, Username: Aquarocka
Timestamp: 2023-11-16 04:51:05.005861, User ID: 5862567850, Name: Max P, Username: Msxr7
Timestamp: 2023-11-16 10:56:27.119131, User ID: 5422106838, Name: Armando Plata, Username: None
Timestamp: 2023-11-16 12:35:21.207524, User ID: 6647433336, Name: John Smit, Username: None
Timestamp: 2023-11-17 01:15:24.774783, User ID: 6664443285, Name: J R, Username: None
Timestamp: 2023-11-17 07:02:29.663481, User ID: 1646270782, Name: Jim Bean, Username: None
Timestamp: 2023-11-17 07:39:48.578541, User ID: 6507440160, Name: Bella, Username: None
Timestamp: 2023-11-17 07:53:37.382332, User ID: 6759937975, Name: Jade Konstant, Username: None
Timestamp: 2023-11-17 10:44:01.634010, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-17 11:14:46.156026, User ID: 1106042754, Name: J W, Username: None
Timestamp: 2023-11-17 16:41:56.653867, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-17 18:42:25.332336, User ID: 6766393372, Name: Delta, Username: JamesLouiseDelta
Timestamp: 2023-11-17 20:47:45.860222, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-18 01:05:11.843101, User ID: 5760134093, Name: Lucas, Username: None
Timestamp: 2023-11-18 04:51:48.265778, User ID: 6839255065, Name: Martin lundi, Username: None
Timestamp: 2023-11-18 05:32:05.532150, User ID: 6931515252, Name: James J, Username: None
Timestamp: 2023-11-18 12:36:45.755011, User ID: 5944083137, Name: Steve Ripkin, Username: None
Timestamp: 2023-11-18 23:44:11.051993, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-19 01:15:34.904539, User ID: 6455603516, Name: Parker Chambers, Username: None
Timestamp: 2023-11-19 01:43:17.232379, User ID: 1881229543, Name: Dran, Username: None
Timestamp: 2023-11-19 04:28:55.872357, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-19 09:30:51.392960, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-19 16:41:13.323746, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-19 17:17:51.519025, User ID: 6785168139, Name: Paul W, Username: None
Timestamp: 2023-11-19 19:52:58.814783, User ID: 5778987456, Name: B, Username: KingBIII
Timestamp: 2023-11-19 22:19:36.516569, User ID: 6895882750, Name: Jason Derulo, Username: None
Timestamp: 2023-11-19 22:47:36.770897, User ID: 5752163746, Name: Ellie, Username: Elliestone64
Timestamp: 2023-11-20 04:36:10.354421, User ID: 6725842736, Name: Thomas, Username: None
Timestamp: 2023-11-20 07:54:27.630432, User ID: 6713263258, Name: Crispy Crunch, Username: BiggyCrunch
Timestamp: 2023-11-20 13:49:29.876279, User ID: 620459894, Name: Sheikh Nasser, Username: nasserbasharahil
Timestamp: 2023-11-20 15:17:26.729045, User ID: 1201046176, Name: N.W.S., Username: Nwsprofile
Timestamp: 2023-11-21 00:45:42.224878, User ID: 6967552675, Name: Jordan Perry, Username: None
Timestamp: 2023-11-21 08:18:44.026343, User ID: 6625992715, Name: Mac Doole, Username: None
Timestamp: 2023-11-21 10:55:43.900447, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-21 14:56:14.326348, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-22 00:54:10.221720, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-22 12:23:21.844294, User ID: 340601207, Name: Otso, Username: Kolmasdosentti
Timestamp: 2023-11-22 16:05:40.716810, User ID: 6143355560, Name: Glenn Frank, Username: None
Timestamp: 2023-11-22 17:43:13.884262, User ID: 1924376332, Name: T, Username: NikkiBa
Timestamp: 2023-11-22 18:57:43.340274, User ID: 1195035532, Name: panoramix, Username: None
Timestamp: 2023-11-22 18:58:00.595588, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-22 20:20:59.860264, User ID: 1889835597, Name: J, Username: None
Timestamp: 2023-11-23 00:38:24.496439, User ID: 6005397921, Name: E S, Username: None
Timestamp: 2023-11-23 15:10:33.081642, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-24 12:59:39.740425, User ID: 6292195191, Name: Shayne Ledin, Username: None
Timestamp: 2023-11-24 15:47:45.342766, User ID: 6153292839, Name: Cody Harrison, Username: None
Timestamp: 2023-11-25 05:18:18.525819, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-25 05:19:50.367616, User ID: 6494830123, Name: Nathan Townley, Username: None
Timestamp: 2023-11-25 19:12:03.816303, User ID: 6558925810, Name: Bella, Username: None
Timestamp: 2023-11-25 23:17:09.670483, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-26 03:17:46.274521, User ID: 1201046176, Name: N.W.S., Username: Nwsprofile
Timestamp: 2023-11-26 03:29:38.278729, User ID: 6127462478, Name: G M, Username: GStache1
Timestamp: 2023-11-26 12:23:05.938586, User ID: 1523532700, Name: Rafael Quiroz, Username: None
Timestamp: 2023-11-26 15:55:19.558545, User ID: 6940870934, Name: Green, Username: None
Timestamp: 2023-11-26 16:23:22.230322, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-27 08:11:23.197334, User ID: 6514135053, Name: B R, Username: None
Timestamp: 2023-11-27 09:00:51.200324, User ID: 721625365, Name: Felix, Username: AfFelix
Timestamp: 2023-11-27 14:36:31.765055, User ID: 6608157420, Name: Dylan, Username: None
Timestamp: 2023-11-27 15:01:06.153041, User ID: 6057759373, Name: Max, Username: max89091
Timestamp: 2023-11-28 01:44:33.916485, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-28 03:25:09.108157, User ID: 6862397322, Name: Eb Moe, Username: None
Timestamp: 2023-11-28 05:39:21.458557, User ID: 6885630008, Name: Nope Nope, Username: None
Timestamp: 2023-11-28 06:15:52.180513, User ID: 701106292, Name: Namia TheSerpentGod, Username: Toucansaviour
Timestamp: 2023-11-28 16:05:24.979397, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-28 23:43:25.096919, User ID: 5944083137, Name: Steve Ripkin, Username: None
Timestamp: 2023-11-29 03:31:44.898162, User ID: 5997548815, Name: Bee Midnight, Username: None
Timestamp: 2023-11-29 10:14:23.171276, User ID: 6047316462, Name: Baloney That hears, Username: None
Timestamp: 2023-11-29 19:25:59.677959, User ID: 6989792445, Name: Ryan, Username: None
Timestamp: 2023-11-29 20:51:17.299070, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-29 22:15:49.903511, User ID: 6088416048, Name: John Smit, Username: None
Timestamp: 2023-11-30 03:11:24.098884, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-11-30 17:31:22.669029, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-11-30 22:39:58.666451, User ID: 1020516317, Name: K ., Username: kmahri
Timestamp: 2023-11-30 23:20:24.776040, User ID: 1201046176, Name: N.W.S., Username: Nwsprofile
Timestamp: 2023-11-30 23:20:51.994382, User ID: 5929825754, Name: Jason, Username: None
Timestamp: 2023-12-01 03:47:58.198738, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-01 04:38:54.477861, User ID: 6160209037, Name: B D, Username: Bledro
Timestamp: 2023-12-01 06:12:20.142949, User ID: 1020516317, Name: K ., Username: kmahri
Timestamp: 2023-12-01 08:22:08.867726, User ID: 5929825754, Name: Jason, Username: None
Timestamp: 2023-12-01 10:56:13.629714, User ID: 2123493772, Name: Michael, Username: None
Timestamp: 2023-12-01 11:30:13.891235, User ID: 2032502019, Name: Dan Mtz, Username: None
Timestamp: 2023-12-01 18:07:10.121684, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-01 23:52:12.195864, User ID: 6034106829, Name: Garrett Clark, Username: None
Timestamp: 2023-12-02 02:10:00.365909, User ID: 6160209037, Name: B D, Username: Bledro
Timestamp: 2023-12-02 02:13:40.379006, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-02 07:45:09.441404, User ID: 6540481780, Name: N Ha, Username: None
Timestamp: 2023-12-02 15:55:17.737526, User ID: 6933987992, Name: Dominic Ruiz, Username: None
Timestamp: 2023-12-02 16:05:43.211402, User ID: 6005397921, Name: E S, Username: None
Timestamp: 2023-12-03 01:40:00.284467, User ID: 5861930681, Name: Joseph Moreno, Username: None
Timestamp: 2023-12-03 09:28:38.444851, User ID: 6706815099, Name: Jack W, Username: jackw575
Timestamp: 2023-12-03 09:34:29.899874, User ID: 6445317150, Name: Robert Reeves, Username: None
Timestamp: 2023-12-03 10:52:39.403469, User ID: 6748190195, Name: Jack, Username: None
Timestamp: 2023-12-03 15:57:12.915316, User ID: 774690691, Name: Moustafa, Username: None
Timestamp: 2023-12-03 22:29:50.890872, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-04 00:34:00.651923, User ID: 5928580323, Name: Baba Aller Babas Hh, Username: None
Timestamp: 2023-12-04 00:37:02.033422, User ID: 6538487928, Name: Gooned Eightinch, Username: None
Timestamp: 2023-12-04 04:27:27.069204, User ID: 6775442328, Name: Luke, Username: None
Timestamp: 2023-12-04 10:58:41.277060, User ID: 6794788398, Name: !!!!!, Username: None
Timestamp: 2023-12-04 11:41:28.797910, User ID: 6261587052, Name: Travis L, Username: None
Timestamp: 2023-12-04 20:59:56.778238, User ID: 6332987142, Name: Jay Sals, Username: None
Timestamp: 2023-12-05 00:41:54.030337, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-05 04:38:38.367518, User ID: 6160209037, Name: B D, Username: Bledro
Timestamp: 2023-12-05 17:15:55.989073, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-05 18:04:40.698754, User ID: 5901397257, Name: Sam, Username: None
Timestamp: 2023-12-05 22:48:00.788391, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-05 23:25:57.712304, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-06 02:37:38.176243, User ID: 6931579965, Name: Doug, Username: None
Timestamp: 2023-12-06 19:55:28.550942, User ID: 791872005, Name: Ahmad te, Username: hamudafino
Timestamp: 2023-12-06 23:11:13.237404, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-07 07:44:00.683567, User ID: 5861930681, Name: Joseph Moreno, Username: None
Timestamp: 2023-12-07 10:15:07.962215, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-07 17:26:44.817695, User ID: 5861930681, Name: Joseph Moreno, Username: None
Timestamp: 2023-12-08 00:47:58.486612, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-08 08:38:35.690260, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-08 18:13:46.243103, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-09 05:47:32.356749, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-09 07:08:02.084251, User ID: 1114699689, Name: Krum Ganev, Username: KrumGanev
Timestamp: 2023-12-09 17:50:59.534380, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-10 03:11:26.325486, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-10 20:56:16.301838, User ID: 733554382, Name: Dominik, Username: Rotomnik
Timestamp: 2023-12-11 02:08:31.277341, User ID: 5620386732, Name: Nick Fedchock, Username: None
Timestamp: 2023-12-11 02:32:00.927001, User ID: 6700697393, Name: Gooned Jay, Username: None
Timestamp: 2023-12-11 02:49:20.541852, User ID: 6160209037, Name: B D, Username: Bledro
Timestamp: 2023-12-11 11:13:02.610558, User ID: 6114841843, Name: Sol Sun, Username: None
Timestamp: 2023-12-11 11:51:10.009299, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-11 13:20:50.167325, User ID: 709337030, Name: Jeff Richardson, Username: toolubly2k
Timestamp: 2023-12-11 16:50:28.703114, User ID: 897656724, Name: Ekaterina, Username: unknown_artist_oyo
Timestamp: 2023-12-11 18:24:51.381525, User ID: 1858567189, Name: Nikolaj O, Username: None
Timestamp: 2023-12-11 18:35:24.627750, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-12 00:57:31.116718, User ID: 6774607403, Name: Doug G, Username: doug371
Timestamp: 2023-12-12 03:34:28.181564, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-12 03:56:05.045850, User ID: 5729383982, Name: X B, Username: None
Timestamp: 2023-12-12 04:48:00.957689, User ID: 368048836, Name: Wiktor, Username: None
Timestamp: 2023-12-12 10:24:49.949682, User ID: 6966552756, Name: Tired, Username: hemacrim
Timestamp: 2023-12-12 11:17:38.039734, User ID: 6427659375, Name: Ev G, Username: HVille92
Timestamp: 2023-12-12 23:21:26.605840, User ID: 5944083137, Name: Steve Ripkin, Username: None
Timestamp: 2023-12-13 01:45:56.071166, User ID: 6636255375, Name: Kleber, Username: None
Timestamp: 2023-12-13 07:10:02.863789, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-13 07:48:00.659509, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-13 13:24:05.125789, User ID: 5816614434, Name: I, Username: None
Timestamp: 2023-12-14 02:48:13.774965, User ID: 6700697393, Name: NoOne NoWhere, Username: None
Timestamp: 2023-12-14 10:11:09.828434, User ID: 5797108988, Name: Chuckk, Username: None
Timestamp: 2023-12-14 13:03:53.387506, User ID: 5816614434, Name: I, Username: None
Timestamp: 2023-12-14 13:18:34.599347, User ID: 5308828175, Name: Kevin Castro, Username: None
Timestamp: 2023-12-14 20:13:54.484399, User ID: 6099770245, Name: Sienna, Username: None
Timestamp: 2023-12-15 08:10:00.176757, User ID: 5962902569, Name: N377, Username: Niels377
Timestamp: 2023-12-15 15:34:40.513748, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-16 11:07:14.645610, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-16 23:43:23.482238, User ID: 5138165722, Name: Rhett, Username: None
Timestamp: 2023-12-17 11:26:52.919790, User ID: 5149507991, Name: A A, Username: aygrant
Timestamp: 2023-12-17 11:33:24.892642, User ID: 5846303725, Name: Julio, Username: None
Timestamp: 2023-12-17 20:11:01.442654, User ID: 945575799, Name: Flavio, Username: Flavio225
